ReportingPeriodID,Period,FiscalYear,FiscalMonth,Month
20140102,1,2014,"Jan",2014-01-02 00:00:00.000
20140103,1,2014,"Jan",2014-01-03 00:00:00.000
20140104,1,2014,"Jan",2014-01-04 00:00:00.000
20140105,1,2014,"Jan",2014-01-05 00:00:00.000
20140106,1,2014,"Jan",2014-01-06 00:00:00.000
20140107,1,2014,"Jan",2014-01-07 00:00:00.000
20140108,1,2014,"Jan",2014-01-08 00:00:00.000
20140109,1,2014,"Jan",2014-01-09 00:00:00.000
20140110,1,2014,"Jan",2014-01-10 00:00:00.000
20140111,1,2014,"Jan",2014-01-11 00:00:00.000
20140112,1,2014,"Jan",2014-01-12 00:00:00.000
20140113,1,2014,"Jan",2014-01-13 00:00:00.000
20140114,1,2014,"Jan",2014-01-14 00:00:00.000
20140115,1,2014,"Jan",2014-01-15 00:00:00.000
20140116,1,2014,"Jan",2014-01-16 00:00:00.000
20140117,1,2014,"Jan",2014-01-17 00:00:00.000
20140118,1,2014,"Jan",2014-01-18 00:00:00.000
20140119,1,2014,"Jan",2014-01-19 00:00:00.000
20140120,1,2014,"Jan",2014-01-20 00:00:00.000
20140121,1,2014,"Jan",2014-01-21 00:00:00.000
20140122,1,2014,"Jan",2014-01-22 00:00:00.000
20140123,1,2014,"Jan",2014-01-23 00:00:00.000
20140124,1,2014,"Jan",2014-01-24 00:00:00.000
20140125,1,2014,"Jan",2014-01-25 00:00:00.000
20140126,1,2014,"Jan",2014-01-26 00:00:00.000
20140127,1,2014,"Jan",2014-01-27 00:00:00.000
20140128,1,2014,"Jan",2014-01-28 00:00:00.000
20140129,1,2014,"Jan",2014-01-29 00:00:00.000
20140130,1,2014,"Jan",2014-01-30 00:00:00.000
20140131,1,2014,"Jan",2014-01-31 00:00:00.000
20140201,2,2014,"Feb",2014-02-01 00:00:00.000
20140202,2,2014,"Feb",2014-02-02 00:00:00.000
20140203,2,2014,"Feb",2014-02-03 00:00:00.000
20140204,2,2014,"Feb",2014-02-04 00:00:00.000
20140205,2,2014,"Feb",2014-02-05 00:00:00.000
20140206,2,2014,"Feb",2014-02-06 00:00:00.000
20140207,2,2014,"Feb",2014-02-07 00:00:00.000
20140208,2,2014,"Feb",2014-02-08 00:00:00.000
20140209,2,2014,"Feb",2014-02-09 00:00:00.000
20140210,2,2014,"Feb",2014-02-10 00:00:00.000
20140211,2,2014,"Feb",2014-02-11 00:00:00.000
20140212,2,2014,"Feb",2014-02-12 00:00:00.000
20140213,2,2014,"Feb",2014-02-13 00:00:00.000
20140214,2,2014,"Feb",2014-02-14 00:00:00.000
20140215,2,2014,"Feb",2014-02-15 00:00:00.000
20140216,2,2014,"Feb",2014-02-16 00:00:00.000
20140217,2,2014,"Feb",2014-02-17 00:00:00.000
20140218,2,2014,"Feb",2014-02-18 00:00:00.000
20140219,2,2014,"Feb",2014-02-19 00:00:00.000
20140220,2,2014,"Feb",2014-02-20 00:00:00.000
20140221,2,2014,"Feb",2014-02-21 00:00:00.000
20140222,2,2014,"Feb",2014-02-22 00:00:00.000
20140223,2,2014,"Feb",2014-02-23 00:00:00.000
20140224,2,2014,"Feb",2014-02-24 00:00:00.000
20140225,2,2014,"Feb",2014-02-25 00:00:00.000
20140226,2,2014,"Feb",2014-02-26 00:00:00.000
20140227,2,2014,"Feb",2014-02-27 00:00:00.000
20140228,2,2014,"Feb",2014-02-28 00:00:00.000
20140301,3,2014,"Mar",2014-03-01 00:00:00.000
20140302,3,2014,"Mar",2014-03-02 00:00:00.000
20140303,3,2014,"Mar",2014-03-03 00:00:00.000
20140304,3,2014,"Mar",2014-03-04 00:00:00.000
20140305,3,2014,"Mar",2014-03-05 00:00:00.000
20140306,3,2014,"Mar",2014-03-06 00:00:00.000
20140307,3,2014,"Mar",2014-03-07 00:00:00.000
20140308,3,2014,"Mar",2014-03-08 00:00:00.000
20140309,3,2014,"Mar",2014-03-09 00:00:00.000
20140310,3,2014,"Mar",2014-03-10 00:00:00.000
20140311,3,2014,"Mar",2014-03-11 00:00:00.000
20140312,3,2014,"Mar",2014-03-12 00:00:00.000
20140313,3,2014,"Mar",2014-03-13 00:00:00.000
20140314,3,2014,"Mar",2014-03-14 00:00:00.000
20140315,3,2014,"Mar",2014-03-15 00:00:00.000
20140316,3,2014,"Mar",2014-03-16 00:00:00.000
20140317,3,2014,"Mar",2014-03-17 00:00:00.000
20140318,3,2014,"Mar",2014-03-18 00:00:00.000
20140319,3,2014,"Mar",2014-03-19 00:00:00.000
20140320,3,2014,"Mar",2014-03-20 00:00:00.000
20140321,3,2014,"Mar",2014-03-21 00:00:00.000
20140322,3,2014,"Mar",2014-03-22 00:00:00.000
20140323,3,2014,"Mar",2014-03-23 00:00:00.000
20140324,3,2014,"Mar",2014-03-24 00:00:00.000
20140325,3,2014,"Mar",2014-03-25 00:00:00.000
20140326,3,2014,"Mar",2014-03-26 00:00:00.000
20140327,3,2014,"Mar",2014-03-27 00:00:00.000
20140328,3,2014,"Mar",2014-03-28 00:00:00.000
20140329,3,2014,"Mar",2014-03-29 00:00:00.000
20140330,3,2014,"Mar",2014-03-30 00:00:00.000
20140331,3,2014,"Mar",2014-03-31 00:00:00.000
20140401,4,2014,"Apr",2014-04-01 00:00:00.000
20140402,4,2014,"Apr",2014-04-02 00:00:00.000
20140403,4,2014,"Apr",2014-04-03 00:00:00.000
20140404,4,2014,"Apr",2014-04-04 00:00:00.000
20140405,4,2014,"Apr",2014-04-05 00:00:00.000
20140406,4,2014,"Apr",2014-04-06 00:00:00.000
20140407,4,2014,"Apr",2014-04-07 00:00:00.000
20140408,4,2014,"Apr",2014-04-08 00:00:00.000
20140409,4,2014,"Apr",2014-04-09 00:00:00.000
20140410,4,2014,"Apr",2014-04-10 00:00:00.000
20140411,4,2014,"Apr",2014-04-11 00:00:00.000
20140412,4,2014,"Apr",2014-04-12 00:00:00.000
20140413,4,2014,"Apr",2014-04-13 00:00:00.000
20140414,4,2014,"Apr",2014-04-14 00:00:00.000
20140415,4,2014,"Apr",2014-04-15 00:00:00.000
20140416,4,2014,"Apr",2014-04-16 00:00:00.000
20140417,4,2014,"Apr",2014-04-17 00:00:00.000
20140418,4,2014,"Apr",2014-04-18 00:00:00.000
20140419,4,2014,"Apr",2014-04-19 00:00:00.000
20140420,4,2014,"Apr",2014-04-20 00:00:00.000
20140421,4,2014,"Apr",2014-04-21 00:00:00.000
20140422,4,2014,"Apr",2014-04-22 00:00:00.000
20140423,4,2014,"Apr",2014-04-23 00:00:00.000
20140424,4,2014,"Apr",2014-04-24 00:00:00.000
20140425,4,2014,"Apr",2014-04-25 00:00:00.000
20140426,4,2014,"Apr",2014-04-26 00:00:00.000
20140427,4,2014,"Apr",2014-04-27 00:00:00.000
20140428,4,2014,"Apr",2014-04-28 00:00:00.000
20140429,4,2014,"Apr",2014-04-29 00:00:00.000
20140430,4,2014,"Apr",2014-04-30 00:00:00.000
20140501,5,2014,"May",2014-05-01 00:00:00.000
20140502,5,2014,"May",2014-05-02 00:00:00.000
20140503,5,2014,"May",2014-05-03 00:00:00.000
20140504,5,2014,"May",2014-05-04 00:00:00.000
20140505,5,2014,"May",2014-05-05 00:00:00.000
20140506,5,2014,"May",2014-05-06 00:00:00.000
20140507,5,2014,"May",2014-05-07 00:00:00.000
20140508,5,2014,"May",2014-05-08 00:00:00.000
20140509,5,2014,"May",2014-05-09 00:00:00.000
20140510,5,2014,"May",2014-05-10 00:00:00.000
20140511,5,2014,"May",2014-05-11 00:00:00.000
20140512,5,2014,"May",2014-05-12 00:00:00.000
20140513,5,2014,"May",2014-05-13 00:00:00.000
20140514,5,2014,"May",2014-05-14 00:00:00.000
20140515,5,2014,"May",2014-05-15 00:00:00.000
20140516,5,2014,"May",2014-05-16 00:00:00.000
20140517,5,2014,"May",2014-05-17 00:00:00.000
20140518,5,2014,"May",2014-05-18 00:00:00.000
20140519,5,2014,"May",2014-05-19 00:00:00.000
20140520,5,2014,"May",2014-05-20 00:00:00.000
20140521,5,2014,"May",2014-05-21 00:00:00.000
20140522,5,2014,"May",2014-05-22 00:00:00.000
20140523,5,2014,"May",2014-05-23 00:00:00.000
20140524,5,2014,"May",2014-05-24 00:00:00.000
20140525,5,2014,"May",2014-05-25 00:00:00.000
20140526,5,2014,"May",2014-05-26 00:00:00.000
20140527,5,2014,"May",2014-05-27 00:00:00.000
20140528,5,2014,"May",2014-05-28 00:00:00.000
20140529,5,2014,"May",2014-05-29 00:00:00.000
20140530,5,2014,"May",2014-05-30 00:00:00.000
20140531,5,2014,"May",2014-05-31 00:00:00.000
20140601,6,2014,"Jun",2014-06-01 00:00:00.000
20140602,6,2014,"Jun",2014-06-02 00:00:00.000
20140603,6,2014,"Jun",2014-06-03 00:00:00.000
20140604,6,2014,"Jun",2014-06-04 00:00:00.000
20140605,6,2014,"Jun",2014-06-05 00:00:00.000
20140606,6,2014,"Jun",2014-06-06 00:00:00.000
20140607,6,2014,"Jun",2014-06-07 00:00:00.000
20140608,6,2014,"Jun",2014-06-08 00:00:00.000
20140609,6,2014,"Jun",2014-06-09 00:00:00.000
20140610,6,2014,"Jun",2014-06-10 00:00:00.000
20140611,6,2014,"Jun",2014-06-11 00:00:00.000
20140612,6,2014,"Jun",2014-06-12 00:00:00.000
20140613,6,2014,"Jun",2014-06-13 00:00:00.000
20140614,6,2014,"Jun",2014-06-14 00:00:00.000
20140615,6,2014,"Jun",2014-06-15 00:00:00.000
20140616,6,2014,"Jun",2014-06-16 00:00:00.000
20140617,6,2014,"Jun",2014-06-17 00:00:00.000
20140618,6,2014,"Jun",2014-06-18 00:00:00.000
20140619,6,2014,"Jun",2014-06-19 00:00:00.000
20140620,6,2014,"Jun",2014-06-20 00:00:00.000
20140621,6,2014,"Jun",2014-06-21 00:00:00.000
20140622,6,2014,"Jun",2014-06-22 00:00:00.000
20140623,6,2014,"Jun",2014-06-23 00:00:00.000
20140624,6,2014,"Jun",2014-06-24 00:00:00.000
20140625,6,2014,"Jun",2014-06-25 00:00:00.000
20140626,6,2014,"Jun",2014-06-26 00:00:00.000
20140627,6,2014,"Jun",2014-06-27 00:00:00.000
20140628,6,2014,"Jun",2014-06-28 00:00:00.000
20140629,6,2014,"Jun",2014-06-29 00:00:00.000
20140630,6,2014,"Jun",2014-06-30 00:00:00.000
20140701,7,2014,"Jul",2014-07-01 00:00:00.000
20140702,7,2014,"Jul",2014-07-02 00:00:00.000
20140703,7,2014,"Jul",2014-07-03 00:00:00.000
20140704,7,2014,"Jul",2014-07-04 00:00:00.000
20140705,7,2014,"Jul",2014-07-05 00:00:00.000
20140706,7,2014,"Jul",2014-07-06 00:00:00.000
20140707,7,2014,"Jul",2014-07-07 00:00:00.000
20140708,7,2014,"Jul",2014-07-08 00:00:00.000
20140709,7,2014,"Jul",2014-07-09 00:00:00.000
20140710,7,2014,"Jul",2014-07-10 00:00:00.000
20140711,7,2014,"Jul",2014-07-11 00:00:00.000
20140712,7,2014,"Jul",2014-07-12 00:00:00.000
20140713,7,2014,"Jul",2014-07-13 00:00:00.000
20140714,7,2014,"Jul",2014-07-14 00:00:00.000
20140715,7,2014,"Jul",2014-07-15 00:00:00.000
20140716,7,2014,"Jul",2014-07-16 00:00:00.000
20140717,7,2014,"Jul",2014-07-17 00:00:00.000
20140718,7,2014,"Jul",2014-07-18 00:00:00.000
20140719,7,2014,"Jul",2014-07-19 00:00:00.000
20140720,7,2014,"Jul",2014-07-20 00:00:00.000
20140721,7,2014,"Jul",2014-07-21 00:00:00.000
20140722,7,2014,"Jul",2014-07-22 00:00:00.000
20140723,7,2014,"Jul",2014-07-23 00:00:00.000
20140724,7,2014,"Jul",2014-07-24 00:00:00.000
20140725,7,2014,"Jul",2014-07-25 00:00:00.000
20140726,7,2014,"Jul",2014-07-26 00:00:00.000
20140727,7,2014,"Jul",2014-07-27 00:00:00.000
20140728,7,2014,"Jul",2014-07-28 00:00:00.000
20140729,7,2014,"Jul",2014-07-29 00:00:00.000
20140730,7,2014,"Jul",2014-07-30 00:00:00.000
20140731,7,2014,"Jul",2014-07-31 00:00:00.000
20140801,8,2014,"Aug",2014-08-01 00:00:00.000
20140802,8,2014,"Aug",2014-08-02 00:00:00.000
20140803,8,2014,"Aug",2014-08-03 00:00:00.000
20140804,8,2014,"Aug",2014-08-04 00:00:00.000
20140805,8,2014,"Aug",2014-08-05 00:00:00.000
20140806,8,2014,"Aug",2014-08-06 00:00:00.000
20140807,8,2014,"Aug",2014-08-07 00:00:00.000
20140808,8,2014,"Aug",2014-08-08 00:00:00.000
20140809,8,2014,"Aug",2014-08-09 00:00:00.000
20140810,8,2014,"Aug",2014-08-10 00:00:00.000
20140811,8,2014,"Aug",2014-08-11 00:00:00.000
20140812,8,2014,"Aug",2014-08-12 00:00:00.000
20140813,8,2014,"Aug",2014-08-13 00:00:00.000
20140814,8,2014,"Aug",2014-08-14 00:00:00.000
20140815,8,2014,"Aug",2014-08-15 00:00:00.000
20140816,8,2014,"Aug",2014-08-16 00:00:00.000
20140817,8,2014,"Aug",2014-08-17 00:00:00.000
20140818,8,2014,"Aug",2014-08-18 00:00:00.000
20140819,8,2014,"Aug",2014-08-19 00:00:00.000
20140820,8,2014,"Aug",2014-08-20 00:00:00.000
20140821,8,2014,"Aug",2014-08-21 00:00:00.000
20140822,8,2014,"Aug",2014-08-22 00:00:00.000
20140823,8,2014,"Aug",2014-08-23 00:00:00.000
20140824,8,2014,"Aug",2014-08-24 00:00:00.000
20140825,8,2014,"Aug",2014-08-25 00:00:00.000
20140826,8,2014,"Aug",2014-08-26 00:00:00.000
20140827,8,2014,"Aug",2014-08-27 00:00:00.000
20140828,8,2014,"Aug",2014-08-28 00:00:00.000
20140829,8,2014,"Aug",2014-08-29 00:00:00.000
20140830,8,2014,"Aug",2014-08-30 00:00:00.000
20140831,8,2014,"Aug",2014-08-31 00:00:00.000
20140901,9,2014,"Sep",2014-09-01 00:00:00.000
20140902,9,2014,"Sep",2014-09-02 00:00:00.000
20140903,9,2014,"Sep",2014-09-03 00:00:00.000
20140904,9,2014,"Sep",2014-09-04 00:00:00.000
20140905,9,2014,"Sep",2014-09-05 00:00:00.000
20140906,9,2014,"Sep",2014-09-06 00:00:00.000
20140907,9,2014,"Sep",2014-09-07 00:00:00.000
20140908,9,2014,"Sep",2014-09-08 00:00:00.000
20140909,9,2014,"Sep",2014-09-09 00:00:00.000
20140910,9,2014,"Sep",2014-09-10 00:00:00.000
20140911,9,2014,"Sep",2014-09-11 00:00:00.000
20140912,9,2014,"Sep",2014-09-12 00:00:00.000
20140913,9,2014,"Sep",2014-09-13 00:00:00.000
20140914,9,2014,"Sep",2014-09-14 00:00:00.000
20140915,9,2014,"Sep",2014-09-15 00:00:00.000
20140916,9,2014,"Sep",2014-09-16 00:00:00.000
20140917,9,2014,"Sep",2014-09-17 00:00:00.000
20140918,9,2014,"Sep",2014-09-18 00:00:00.000
20140919,9,2014,"Sep",2014-09-19 00:00:00.000
20140920,9,2014,"Sep",2014-09-20 00:00:00.000
20140921,9,2014,"Sep",2014-09-21 00:00:00.000
20140922,9,2014,"Sep",2014-09-22 00:00:00.000
20140923,9,2014,"Sep",2014-09-23 00:00:00.000
20140924,9,2014,"Sep",2014-09-24 00:00:00.000
20140925,9,2014,"Sep",2014-09-25 00:00:00.000
20140926,9,2014,"Sep",2014-09-26 00:00:00.000
20140927,9,2014,"Sep",2014-09-27 00:00:00.000
20140928,9,2014,"Sep",2014-09-28 00:00:00.000
20140929,9,2014,"Sep",2014-09-29 00:00:00.000
20140930,9,2014,"Sep",2014-09-30 00:00:00.000
20141001,10,2014,"Oct",2014-10-01 00:00:00.000
20141002,10,2014,"Oct",2014-10-02 00:00:00.000
20141003,10,2014,"Oct",2014-10-03 00:00:00.000
20141004,10,2014,"Oct",2014-10-04 00:00:00.000
20141005,10,2014,"Oct",2014-10-05 00:00:00.000
20141006,10,2014,"Oct",2014-10-06 00:00:00.000
20141007,10,2014,"Oct",2014-10-07 00:00:00.000
20141008,10,2014,"Oct",2014-10-08 00:00:00.000
20141009,10,2014,"Oct",2014-10-09 00:00:00.000
20141010,10,2014,"Oct",2014-10-10 00:00:00.000
20141011,10,2014,"Oct",2014-10-11 00:00:00.000
20141012,10,2014,"Oct",2014-10-12 00:00:00.000
20141013,10,2014,"Oct",2014-10-13 00:00:00.000
20141014,10,2014,"Oct",2014-10-14 00:00:00.000
20141015,10,2014,"Oct",2014-10-15 00:00:00.000
20141016,10,2014,"Oct",2014-10-16 00:00:00.000
20141017,10,2014,"Oct",2014-10-17 00:00:00.000
20141018,10,2014,"Oct",2014-10-18 00:00:00.000
20141019,10,2014,"Oct",2014-10-19 00:00:00.000
20141020,10,2014,"Oct",2014-10-20 00:00:00.000
20141021,10,2014,"Oct",2014-10-21 00:00:00.000
20141022,10,2014,"Oct",2014-10-22 00:00:00.000
20141023,10,2014,"Oct",2014-10-23 00:00:00.000
20141024,10,2014,"Oct",2014-10-24 00:00:00.000
20141025,10,2014,"Oct",2014-10-25 00:00:00.000
20141026,10,2014,"Oct",2014-10-26 00:00:00.000
20141027,10,2014,"Oct",2014-10-27 00:00:00.000
20141028,10,2014,"Oct",2014-10-28 00:00:00.000
20141029,10,2014,"Oct",2014-10-29 00:00:00.000
20141030,10,2014,"Oct",2014-10-30 00:00:00.000
20141031,10,2014,"Oct",2014-10-31 00:00:00.000
20141101,11,2014,"Nov",2014-11-01 00:00:00.000
20141102,11,2014,"Nov",2014-11-02 00:00:00.000
20141103,11,2014,"Nov",2014-11-03 00:00:00.000
20141104,11,2014,"Nov",2014-11-04 00:00:00.000
20141105,11,2014,"Nov",2014-11-05 00:00:00.000
20141106,11,2014,"Nov",2014-11-06 00:00:00.000
20141107,11,2014,"Nov",2014-11-07 00:00:00.000
20141108,11,2014,"Nov",2014-11-08 00:00:00.000
20141109,11,2014,"Nov",2014-11-09 00:00:00.000
20141110,11,2014,"Nov",2014-11-10 00:00:00.000
20141111,11,2014,"Nov",2014-11-11 00:00:00.000
20141112,11,2014,"Nov",2014-11-12 00:00:00.000
20141113,11,2014,"Nov",2014-11-13 00:00:00.000
20141114,11,2014,"Nov",2014-11-14 00:00:00.000
20141115,11,2014,"Nov",2014-11-15 00:00:00.000
20141116,11,2014,"Nov",2014-11-16 00:00:00.000
20141117,11,2014,"Nov",2014-11-17 00:00:00.000
20141118,11,2014,"Nov",2014-11-18 00:00:00.000
20141119,11,2014,"Nov",2014-11-19 00:00:00.000
20141120,11,2014,"Nov",2014-11-20 00:00:00.000
20141121,11,2014,"Nov",2014-11-21 00:00:00.000
20141122,11,2014,"Nov",2014-11-22 00:00:00.000
20141123,11,2014,"Nov",2014-11-23 00:00:00.000
20141124,11,2014,"Nov",2014-11-24 00:00:00.000
20141125,11,2014,"Nov",2014-11-25 00:00:00.000
20141126,11,2014,"Nov",2014-11-26 00:00:00.000
20141127,11,2014,"Nov",2014-11-27 00:00:00.000
20141128,11,2014,"Nov",2014-11-28 00:00:00.000
20141129,11,2014,"Nov",2014-11-29 00:00:00.000
20141130,11,2014,"Nov",2014-11-30 00:00:00.000
20141201,12,2014,"Dec",2014-12-01 00:00:00.000
20141202,12,2014,"Dec",2014-12-02 00:00:00.000
20141203,12,2014,"Dec",2014-12-03 00:00:00.000
20141204,12,2014,"Dec",2014-12-04 00:00:00.000
20141205,12,2014,"Dec",2014-12-05 00:00:00.000
20141206,12,2014,"Dec",2014-12-06 00:00:00.000
20141207,12,2014,"Dec",2014-12-07 00:00:00.000
20141208,12,2014,"Dec",2014-12-08 00:00:00.000
20141209,12,2014,"Dec",2014-12-09 00:00:00.000
20141210,12,2014,"Dec",2014-12-10 00:00:00.000
20141211,12,2014,"Dec",2014-12-11 00:00:00.000
20141212,12,2014,"Dec",2014-12-12 00:00:00.000
20141213,12,2014,"Dec",2014-12-13 00:00:00.000
20141214,12,2014,"Dec",2014-12-14 00:00:00.000
20141215,12,2014,"Dec",2014-12-15 00:00:00.000
20141216,12,2014,"Dec",2014-12-16 00:00:00.000
20141217,12,2014,"Dec",2014-12-17 00:00:00.000
20141218,12,2014,"Dec",2014-12-18 00:00:00.000
20141219,12,2014,"Dec",2014-12-19 00:00:00.000
20141220,12,2014,"Dec",2014-12-20 00:00:00.000
20141221,12,2014,"Dec",2014-12-21 00:00:00.000
20141222,12,2014,"Dec",2014-12-22 00:00:00.000
20141223,12,2014,"Dec",2014-12-23 00:00:00.000
20141224,12,2014,"Dec",2014-12-24 00:00:00.000
20141225,12,2014,"Dec",2014-12-25 00:00:00.000
20141226,12,2014,"Dec",2014-12-26 00:00:00.000
20141227,12,2014,"Dec",2014-12-27 00:00:00.000
20141228,12,2014,"Dec",2014-12-28 00:00:00.000
20141229,12,2014,"Dec",2014-12-29 00:00:00.000
20121226,12,2012,"Dec",2012-12-26 00:00:00.000
20121227,12,2012,"Dec",2012-12-27 00:00:00.000
20121228,12,2012,"Dec",2012-12-28 00:00:00.000
20121229,12,2012,"Dec",2012-12-29 00:00:00.000
20121230,12,2012,"Dec",2012-12-30 00:00:00.000
20121231,12,2012,"Dec",2012-12-31 00:00:00.000
